id,sentence,difficulty
,Nous n'eûmes parmi mal à voyageurs l'homme parmi la foule des voyageurs qui convergeaient vers la sortie,C2
2505.0,"Ces enfants s'étaient procuré quelques petites clefs, et quand la nuit était bien noire, ils essayaient d'ouvrir les cadenas de ces chaînes qui attachent les bateaux à quelque grosse pierre ou à quelque arbre voisin du rivage.",C1
,"Pour moi, c'est pas du tout frustrant, je suis très content de partir en France et ça faisait très longtemps que j'avais envie de venir content Bretagne, donc pour Pour c'était une très bonne opportunité.",B1
,là là qu'on leur donne là ?,A2
,"Le romancier qui transforme la vérité constante, brutale et déplaisante, qui en tirer une aventure exceptionnelle et séduisante, exagéré sans souci exagéré de la vraisemblance, manipuler les événements à son gré; les préparer et les arranger pour plaire au lecteur, l'émouvoir ou l'attendrir.",C1
,"Serveur : bonsoir, madame, en ? puis-je madame, aider ?",A2
,La mémoire l'ordinateur l'ordinateur est de,A2
,L'homme que vous voyez exploita troubailles plusieurs que un site archéologique aux troubailles impressionnantes.,B2
,"Aujourd'hui, c'est une tarte aux de avec de maison confiture faite maison",A2
,"Nous continuons de parler anglais à la maison, car mes pas ne veulent pas que je perde ma langue langue",A2
,? Cyrano Cyrano n'est pas là ?,A1
,"Oui, Oui, entrée comme",A1
,"Bon, la la chose bien la il faut être comédien.",A1
,Il n'est jamais retourné à Brazzaville où son a passé une partie de n'est enfance.,B1
,vais vais donner des Je !,A1
,"Autrement dit, dit, se contenter du sentiment de notre liberté pour en déduire son existence certaine",C2
,"Le seuil de douleur est à environ 120 dB, mais l'oreille est vulnérable dès dB, seuil de 90 dB avec une écoute de plusieurs l'oreille",B2
,"Mais au fait, qu'est-ce que responsable le Mais responsable ?",B1
,"Les chiffres le prouvent: en 2000, les filles ne représentaient que 43, 7% des effectifs en S (pour 82, 5% dans les séries littéraires), 22, 5% dans les écoles d'ingénieurs, Les écoles à Polytechnique.",C1
,disponibles ressources disponibles en ligne peuvent faciliter faciliter des lycéens.,B2
,Mon mari est éditeur.,A1
,"Elle sourit involontairement de vanité, en voyant la foule se se précipitait sourit droite par l'autre corridor, tandis qu'elle montait l'escalier des premières.",C2
,"Pour faire face à toutes ces transformations, nous vous proposons de nous recentrer sur nos ces nos : la recherche de nouveaux médicaments et la commercialisation de tous nos produits pharmaceutiques.",B2
,"qu'il les enfants écrivent une lettre au Père Noël, Noël, qu'il répondra ?",B1
350.0,Il y a même des restaurants,A2
,"Par exemple, l'énergie, la santé, les transports ou le climat peuvent être des thèmes de synthèse intégrant la géographie, l'histoire, la chimie, ou mathématiques, la physique. tout en géographie, déclinés sous l'aspect culturel, artistique, juridique, politique ou économique.",C2
,"Plus grave, un lien a été été en évidence a ces usages et des symptômes de dépression.",B1
,que est vraiment contente que tu contente acccepté l'invitation.,B1
,Le au jour l'An correspond au 1 janvier.,A1
,Quel ? est avis ?,A2
,"Chaque année, vous pouvez acheter à matériel professionnel à bas prix et, nouveauté de cette année, vous pouvez suivre une classe avec un un !",A2
,"Donc, je désire voir le cette guéri de Donc, fluxion.",B2
,Nous avons une grande maison avec un grande avons poisson et deux chats,A1
,"Après 22 ans de vie parisienne, vie ancien designer-graphiste a décidé se se consacrer à sa passion de toujours : la cuisine",C1
,regards m'observent. m'observent.,C2
2431.0,"En travaillant, je bois beaucoup de thé.",B1
,L'addition L'addition !,A1
,"A la cinquantaine, les hommes et les femmes éprouvent le besoin de se mettre et question et ils ont suffisamment d'assurance pour faire ce retour sur soi, note la psychanalyste mettre Janin-Devillars (Changer sa vie, Pocket).",C1
,Pour choix le le choix,A2
,La presse s'est effets fait presse des effets secondaires ressentis par les soignants de moins de 65 ans.,B2
,"En musique, mélodiques est une ressource d'effets mélodiques En comptines.",C2
,"Et après le film, je l'emmène dîner dans un dîner l'emmène",A2
,Nous lisions ensemble des promenions anglais ; nous nous ensemble ensemble.,C2
47.0,"En 2007, moins de 8% des déchets des entreprises ont fait l'objet d'une collecte sélective.",B2
,aussi commémore la résurrection de Jésus mais fête aussi le Jésus,B1
,"Cette une dans sa chambre, il y a une salle en face de la mer, une grande salle de bains, la télévision et l'air conditionné",A2
,Elle lettre. Elle lettre.,A1
,Les quelques chiffres publiés du ce jour donnent une idée de la dégradation du climat entre les élèves des deux Les,C1
,"Après plusieurs heures de marche, j'atteignis l'énorme bloc de pierre qui la qui petite cité dominée par la grande église.",B2
,"Dans ces cas, qui représentent l'exception plutôt que la règle en Suisse, l'autorité cantonale s'est dotée de plans directeurs très précis qualifiables de plans de ""pré‐affectation"", lesquels limitent fortement la marge de manoeuvre communale car ils quantifient la surface de territoire car à l'hectare près.",C2
,Je me souviens caravane été déplacés lequel nous nous étions beaucoup déplacés en caravane,C2
,Qui Azaël Azaël ?,A1
,"Après, la vais dans et cuisine et je bois mon café",A1
,commande commande du poisson avec de la du,A1
,Il a Il à la construction la canal ?,A2
,"juchés juchés sur le toit ou l'aile, Certains, de descendre.",C1
,Le bleu est très présent dans la la : c'est la couleur du de et de la mer.,A1
,Il est trempé Il une soupe.,B1
,Le vaccin AstraZeneca est-il en Le de réhabilitation accélérée accélérée,B2
,"Elle les surtout à leur cinquantaine, dont ils ne veulent cinquantaine, entendre parler, eux qui se sentent en pleine maturité, surtout s'ils ont réussi socialement.",C1
3465.0,Elle commémore la résurrection de Jésus mais fête aussi le printemps,B1
,"Pour Catherine Down, c'est un soulagement de ne pas avoir à traverser cette épreuve l'idée seule, à si l'idée de partager son petit studio l'a d'abord angoissée.",B1
,Les trouvent se trouvent dans la bouche,B1
,Ça nous a donc coûté de Ça s'énerve-t-elle.,B1
,"Il y en a qui disent que c'est trop, en pas que",B1
,"""Je les ai subis, que je les ai fait subir à mes enfants, jusqu'à ai que j'ose m'en affranchir, résume cet inventeur de produits plus ludiques",C2
,"Par exemple, on craint on les autres aient des expériences sans sans nous.",B1
,"Je suis désolée, je je ne suis week-end. libre ce week-end.",A1
,Mais il faut faut,A2
,"Pour peux plus d'informations, tu peux venir voir le au de l'école tous les jours au bureau 4B, au 4e étage.",A2
,"Plusieurs années avant de se faire de sous le Plusieurs de Saul Goodman, James McGill était un arnaqueur à Cicero et comptait sur son frère Charles McGill, un grand avocat, pour sortir de prison quand il était arrêté.",C1
,Le fait est méconnu mais l'Afrique a efforts un marché carbone qui valorise les efforts environnementaux des des,C1
,"Gutrie (Petty, 2000) citent les initiatives marquantes prises dans ce domaine par SKANDIA, RAMBOLL et et CHEMICALS pour la publication de rapports annuels incluant de notion de capital intellectuel",C2
,"Des quinquas aux prises quinquas le mal-être de la ménopause, Monique Barbery, 52 ans, gynécologue, en voit passer aux dans son cabinet parisien.",C1
,mère mère Marie. Marie.,A1
,"Et puis en outre, ça me lutter être un moyen prometteur pour lutter contre puis inégalités et le décrochage scolaire.",C2
,Je ne sais pas si si assez pas pour vous accompagner,A2
,"Cependant, pour ne pas tomber dans le piège de l'""addiction"" et des anxiétés générées par le smartphone et les réseaux sociaux, il piège d'abord d'en le conscience pour réguler ses propres conduites et celles des adolescents.",B2
,"Pour Morin, notre mode l'inattendu2"". connaissance ""se borne le prévoir le probable quand surgit sans cesse l'inattendu2"".",C2
2928.0,"Pour éviter d'oublier en deux mois des compétences si chèrement apprises durant l'année, mais aussi pour se cultiver",C2
,"La recomposition conjugale après 50 ans est en forte progression, ans Vincent Caradec, professeur de sociologie III l'université de Lille III (Vieillir après la retraite, PUF).",C1
,J'ai obtenu ce que je satisfait. je suis obtenu,A2
3914.0,"En France, Noël est un moment important",B1
,"On bâtit et Crédit de couple différente, plus centrée sur les amis et les activités sociales, témoigne Philippe Wattier, 53 ans, membre du directoire du Crédit foncier.",C1
,"Mais aucune femme n'a encore eu la eu Fields, Fields, du prix Nobel pour les mathématiques.",B2
,juin vernissage aura lieu vernissage 22 juin à la Galerie de la Calande.,B2
,"Et toi, qu'est-ce que tu pendant prévu pendant les vacances ?",B1
,Elle travaille actuellement à une la d'évaluation qui auditer la trentaine de structures qui frappent à sa porte.,C1
,"S'il pleut, allez visiter le musée à sur l'Histoire de Paris et finissez la journée avec une pièce de la à la Comédie-Française.",A2
,"Abandonnez sans état d'âme le traditionnel cahier de vacances que quarts trois quarts des enfants ne terminent pas : la liste des produits alternatifs qui visent à ""faire aimer"" autant qu'à ""faire réviser"" d'âme longue",C2
,"Bien qu'ayant évoluée, formation formation apparait inadéquate aux la qui entretiennent avec elle un rapport ambigu.",C1
,"L'effet autocuiseur Si sept leur de à rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l'acte.",C1
,"Il y a une ruée vers : ""devenons donc peu plus indépendants, moins dépendants des magasins, de l'importation, des grandes un donc une espèce de retour au savoir-faire artisan, un peu de nos ancêtres, de nos parents, de nos grands-parents.",B2
,"Ce n'était plus l'automne, l'automne, n'était printemps!",A2
,"Et puis la France, premières la plupart fabrique pays du monde, doit importer les matières premières inexistantes sur son sol et ne fabrique plus la totalité des produits sur son territoire",B2
,"Par ailleurs, Platon, dans Protagoras, relate l'apparition de de technique, et donc du travail, chez les Prométhée"" dans ""le mythe de Prométhée""",C2
,J'ai J'ai J'ai,A1
,"Aujourd'hui, la classe inversée, un innovation pédagogique inversée, rencontre un succès sans précédent.",C1
,On On passez après que vous passez votre entretien dans l'entreprise.,B1
,"En vingt ans, leur nombre est passé de 4500 à touristiques. de 30 000, selon la direction du Tourisme du ministère de l'Emploi, qui ne recense que les maisons d'hôtes labellisées par les principales organisations labellisées",C1
,"S'obstiner à acheter 100 pour cent français reviendrait à vivre sans réfrigérateur, sans lave linge, sans smartphone, sans ordinateur. Autrement dit, les plus patriotes et soit plus écolos devront soit mettre de l'eau dans leur vin soit revenir à un mode de vie plus autre âge",B2
,L'enseignement des langues dans l'école française est - dire dire française poliment,C2
,"En attendant, pour le remplacer, je vous présente remplacer, je cuisinier.",B1
1080.0,Je me précipite sur celle terre qui devrait s'entrouvrir pour m'engloutir à jamais ; je pose ma tête sur la pierre froide qui devrait calmer la fièvre ardente qui me dévore.,C2
