id,sentence,difficulty
,"de sénateurs, investis par le suffrage universel indirect de tous les tous et obligations attachés à la fonction parlementaire, sont élus pour six ans par un collège électoral de plus de 160 000 élus.",C1
,"Et puis tu me connais, les force de sortir tous de soirs, je ne me repose pas beaucoup !",B1
,"Si vous pouviez rencontrer? un artiste, qui est-ce que que aimeriez rencontrer?",B1
,"Aussi, les jeunes heureux réussissent à acheter leur autonomie et leur tranquillité par une réussite réussissent lycée qui ne les leur pas.",B2
,J'espère qu'on aura du qu'on du,A2
,Elle connaissait à la la petitesse des présent que l'art exagérait.,C1
,"Une déclaration qui tranche avec celle avec a tenue au site Reporterre, le site février.",C1
,La classe de Mme Gaudé a anglais une pièce de théâtre en anglais et la classe de M. Prêche a présenté a spectacle de danse.,A2
1627.0,"Malgré la montée des problèmes liés à l'obésité, la priorité absolue de la FAO reste la lutte contre la faim, car 840 millions de personnes continuent de souffrir chroniquement de sous-alimentation.",C1
,Elle a 21 a,A1
,étudiant es Tu étudiant ?,A1
,C'est la question pose pose pose Grégoire.,A2
,Je vous demanderai tout tout lui montrer et de le seconder cette semaine.,B1
1742.0,La Chandeleur est une fête très ancienne.,A2
,"Pourquoi ne redeviendrait-il pas la belle Pourquoi humaine, robuste et droite, qu'il était hier et avant que l'humidité des caves morlaisiennes n'eût aigri sa sève et noué ses rameaux ?",C2
,Mais Jules Jules Jules ?,A1
,Il est possible de faire du vélo dans un parc autour d'une d'une fortifiée.,A2
,paraissait tableau paraissait plus beau qu'avant.,B1
,Cette de de une hécatombe pour les marques historiques de motos.,C1
,"Une langue qui pas pas Internet sur Internet ""n'existe plus"" dans le monde moderne.",B1
,Ma grande est grande,A1
,"La comtesse voulut débarquer au milieu de l'ouragan et des coups de tonnerre ; elle prétendait que, placée sur un rocher isolé au milieu du ; et grand comme une petite du elle aurait un spectacle singulier ; elle se verrait assiégée de toutes parts par des vagues furieuses ; mais, en sautant de la barque, elle tomba dans l'eau.",C1
,Mes plus subtils parti s'inanisèrent devant le parti pris mutiste mutiste père de Georges.,C2
,Je ne rouge. plus trouve t-shirt rouge.,A1
1427.0,"Le 7 mars 1815, les dames étaient de retour, depuis l'avant-veille, d'un charmant petit voyage de Milan ; elles se promenaient dans la belle allée de platanes, récemment prolongée sur l'extrême bord barque parut, venant du côté de Côme, et fit des signes singuliers.",C1
,"Ainsi, en cinquante ans, ""la quantité d'aliments disponible pour chaque habitant de la Terre est passée, en l'INRA, de 2 320 à 2 800 kilocalories à jour"", expliquait, en 2002, Bertrand Hervieu, président de l'INRA, devant l'Académie des sciences morales et politiques.",C1
,"C'est la commémoration, c'est-à-dire la la anniversaire, de la fin de la commémoration, Guerre mondiale.",A2
,"Je harmonies le blanc, les harmonies de blanc et ivoire côté ivoire",B2
,Je vais choisir pour repas pour savourer un bon repas après cette journée bien remplie,B1
,Eviter d'importer l'inflation l'inflation et surtout contrôler suisse niveau de change du franc suisse par rapport aux grandes devises internationales et notamment face à l'euro et au dollar.,C1
,Sa langue parlant se dit personne parlant d'une personne devenue incapable d'articuler distinctement.,C1
,"Environ 60000 enseignants possèdent un compte sur le site de la Fondation, qui plusieurs plusieurs milliers d'enseignants (de la maternelle à la troisième) maternelle année.",C2
,"Je n'aimais des tellement être vendeuse, mais je devais essayer de vendre des aux photo de toutes sortes aux clients.",B1
,"Il n'y a pas de formation idéale, mais un faut au minimum avoir formation diplôme Bac + 2.",A2
,plus parler parler lentement?,A1
,"Mais moi, je l'ai je très jolie.",A2
,Tu partir. de de,A1
,Je bijou. un autre bijou.,A1
,"Ici, tout est mêlé et accéléré et , la sociologue.",C1
,Les mères la mes amis d'école grille sont rejoins devant la grille pour les attendre.,B1
,Cette réponse me bouleversa.,C2
,de choses sont en train de mal tourner.,A2
,"Un lundi, Franck et Guillaume, qui travaillaient tous les leur comme extras dans sur autre restaurant sur l'avenue, se sont rendus au chevet de leur grand-mère",B2
,"n revanche, Socrate choisit la vie ordonnée, bon sage les tonneaux du sage ""seraient en bon état""",C2
,"Le lendemain, l'assistante m'a téléphoné disponible savoir si j'étais disponible lundi.",B1
,"La misandrie de une haine-réponse, dans un contexte de domination patriarcale qui est lui-même violent envers domination femmes.",C2
,"À Labro, fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera son bien.",B1
,les pour ceux qui élisent. élisent.,B2
,"suis je suis musicien, je suis musicien,",A1
,"Le jardin est long et étroit, il y a une balançoire de fond et il barbecue, proche de la terrasse, sur laquelle est posée un transat",B1
,Il est vrai que Pierre a moins de livres Il ses est mais les siens sont meilleurs.,A2
,Le bureau est en face de machine à à café.,A2
,Les dettes relevées au niveau individuel sont attribuées solidairement à l'ensemble des types du les les résultats diffusés indiquant ainsi les pourcentages de la population vivant dans un ménage avec le ou les types de dettes considérés.,C1
,Président Président Président promis qu'il tiendrait toutes ses promesses.,B1
,"place, place, aujourd'hui, là, ? entre nous, vous a coûté combien ?",A2
785.0,"À la suite du retrait planifié de la navette spatiale américaine, la NASA lance un appel d'offres pour le transport d'une partie du fret et des équipages qui ne peut être pris en charge par les vaisseaux existants.",C2
,Deux certain d'un certain âge se promènent âge long d'une rivière.,B1
,"Le comte me découvrit dans l'espèce de retraite où je m'étais réfugié ; vers vint à moi, me prit par la main, et me conduisit vers Ellénore.",C2
,Peut-être que je devrais que un peu réveil réveil pour éviter ça,A1
,"Dans un nouveau projet de loi, le premier ministre Silvio Berlusconi qu'il qu'il soit dorénavant illégal de diffuser une conversation enregistrée électroniquement avant projet le verdict final de la justice ne soit rendu.",C1
,"Un enseignement fondé sur l'expérimentation et la actions des objectifs d'apprentissage transversaux, des des tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la communauté scientifique et professionnelle",C1
,Personne ne doit reçu reçu dans les fortifications faveur faveur ou par recommandation.,C2
,Le nous nous avons mangé dans avons excellent restaurant,A2
,est partie. est partie.,A1
,Oui ça ça,A1
,"Normalement, c'est moi qui le la cuisine le soir, mais samedi dernier, j'ai fait tout le ménage parce que le mère était malade.",A2
,sait sait son son nom.,A2
2737.0,J'ai bien reçu le lecteur de DVD portable.,A1
,"Oui, j'ai centre un mois à Lyon depuis six mois dans le centre ville.",A1
,"Elle acheta une barque que disgrâce la marquise et elle ornèrent de leurs mains, car on manquait d'argent pour tout, au milieu de l'état de maison le plus splendide ; depuis sa disgrâce le marquis del Dongo leurs redoublé de faste aristocratique.",C1
,mère mère s'appelle Marie.,A1
,Est-ce que ton mari aussi aussi de Boston?,A1
,"Quand il était avec l'université, il a créé un group de rap avec de frère.",B1
,"Le moteur Wankel est un moteur à piston rotatif, dans lequel un piston triangulaire convertit l'énergie issue de la combustion du énergie en une énergie mécanique de combustion transmise à l'arbre moteur.",C2
,"(consommée le chemin à suivre, finissons-en avec ce décalage Voilà entre la cuisine d'en haut (consommée par une minorité) et la cuisine d'en bas, celle de la majorité silencieuse, débordante et insipide.",C1
,"Contrairement à d'autres constitutionnelle compétents en matière constitutionnelle tels que la Cour suprême des États-Unis, le Conseil constitutionnel français ne se situe au sommet d'aucune ne de tribunaux, ni judiciaires ni administratifs.",C1
,"commission projet de loi pour le climat, qui reprend certaines propositions de la Convention citoyenne, sera débattu à l'Assemblée fin mars et en commission loi dès lundi.",C1
,je réunis tous ceux l'arrivée j'aime bien pour fêter réunis de l'été.,A1
,"L'étude des dépouilles avec l'aide d'archéo-vétérinaires a permis de remarquer que la plupart des animaux enterrés à Bérénice sont morts avec maladie, parfois d'archéo-vétérinaires ou de blessure.",C1
,Les retraités sont sur-représentés dans l'électorat français par rapport aux l'électorat tranches d'âge.,B2
,Je m'asseoir m'asseoir peux ?,A1
,Le paysage devient tout blanc à cause la devient neige et de la glace.,A1
,Non il ne l'a pas encore pas je crois.,A2
,Mon frère Patrice est plus que jeune moi,A2
,Au les il y a les pour et les contre. Mais les enthousiastes plus les plus nombreux.,A2
,"premier bac en poche, le premier d'entre eux choisit d'en faire poche, métier.",B1
,Le quotidien Dallas Morning News a même la qu'il quotidien de la pancarte la plus étrange qu'ils avaient jamais vue.,B1
,Le courant d'air ainsi créé permet à la sueur - qui absorbe la chaleur du corps refroidir. de s'évaporer qui ainsi de le refroidir.,B1
,Ses propos ultra-monarchiques irritaient populations populations qu'on et plonger dans le sommeil et l'incurie.,C1
,"Rares 000 celles qui, comme le basque, sanskrit, le chinois, le grec, l'hébreu, le latin, le persan, le sanskrit, le tamoul et quelques autres ont soufflé leurs 2 000 bougies.",C1
,"Les piscines partagées par exemple ou ce genre de chose, là je me cet dit, cet été, bof piscines",B1
,"Et pour éviter les risques de tricherie, les élèves n'auront pas le droit d'utiliser de messagerie de pas plus que les traducteurs automatiques, et leurs écrans seront de toute façon contrôlés, de manière aléatoire, par des pour",B2
,que si je sais que c'est le repas le plus important de la journée.,A2
,Mais j'ai réussi à les j'ai au lit temps en même temps cette fois.,B1
,L'approche des transformations socio-économiques est aussi perçue à travers l'évolution des activités activités les mutations des structures démographiques qui aboutissent activités de nouveaux contrastes géographiques.,C2
,"On ouvrit suspects. porte et les deux jeunes femmes parurent, suivies d'un maître d'hôtel, voilées, cachées, discrètes, avec cette allure de mystère charmant qu'elles prennent en endroits endroits où les voisinages et les rencontres sont suspects.",C2
,"Les coûts liés à la journalisation n'étant pas négligeables et la capacité mémoire des coûts n'étant pas infinie, l'administrateur système ou le responsable sécurité ont tout intérêt à indentifier les événements pertinents.",C2
,"Chez les peuples protestants, il y plus d'autant plus d'ardeur morale que l'Église établie d'ardeur plus fortement battue en brèche par des sectes dissidentes.",C2
2569.0,A qui le pacha vient en aide ?,A2
,"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe démographique moment où les pays neufs deviennent des polongements européens.",C2
,Alexandre a bu beaucoup de café et dormi de beaucoup dormi cette semaine,A2
,"C'est quelqu'un quelqu'un qui vous pouvez compter, vous pouvez vous fier à lui.",B1
,"qu'un qu'un pauvre berger lui souhaite le bonjour, et qu'il le prie de le secourir .""",A2
,Elle est grande !,A1
,maison est est grande,A1
1321.0,Souvent elle était rêveuse et taciturne ; quelquefois elle parlait avec impétuosité.,C2
,"Étudier la entre entre un langage naturel et un langage informatique, c'est intéressant quand on enseigne on français.",C2
