id,sentence,difficulty
3105,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3106,Elle mange souvent des fruits au petit déjeuner.,A2
3107,Le chat dort sur le sofa.,B2
3108,"Quand j'étais petit, j'allais à l'école à pied.",A1
3109,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3110,Le chat dort sur le sofa.,A1
3111,Le chat dort sur le sofa.,A2
3112,"Quand j'étais petit, j'allais à l'école à pied.",B1
3113,Elle mange souvent des fruits au petit déjeuner.,A2
3114,Elle mange souvent des fruits au petit déjeuner.,C1
3115,Elle mange souvent des fruits au petit déjeuner.,A1
3116,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3117,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3118,"Quand j'étais petit, j'allais à l'école à pied.",B1
3119,Elle mange souvent des fruits au petit déjeuner.,B2
3120,"Quand j'étais petit, j'allais à l'école à pied.",A1
3121,Elle mange souvent des fruits au petit déjeuner.,C1
3122,Le chat dort sur le sofa.,B2
3123,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3124,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3125,Elle mange souvent des fruits au petit déjeuner.,A1
3126,"Quand j'étais petit, j'allais à l'école à pied.",C1
3127,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3128,Elle mange souvent des fruits au petit déjeuner.,C1
3129,Elle mange souvent des fruits au petit déjeuner.,A1
3130,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3131,Elle mange souvent des fruits au petit déjeuner.,C1
3132,Le chat dort sur le sofa.,A1
3133,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3134,Le chat dort sur le sofa.,A2
3135,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3136,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3137,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3138,"Quand j'étais petit, j'allais à l'école à pied.",A1
3139,"Quand j'étais petit, j'allais à l'école à pied.",B2
3140,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3141,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3142,Elle mange souvent des fruits au petit déjeuner.,A2
3143,"Quand j'étais petit, j'allais à l'école à pied.",B2
3144,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3145,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3146,"Quand j'étais petit, j'allais à l'école à pied.",B2
3147,Elle mange souvent des fruits au petit déjeuner.,B1
3148,"Quand j'étais petit, j'allais à l'école à pied.",B2
3149,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3150,Le chat dort sur le sofa.,A1
3151,"Quand j'étais petit, j'allais à l'école à pied.",A2
3152,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3153,"Quand j'étais petit, j'allais à l'école à pied.",A2
3154,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3155,Elle mange souvent des fruits au petit déjeuner.,A1
3156,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3157,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3158,Le chat dort sur le sofa.,B2
3159,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3160,"Quand j'étais petit, j'allais à l'école à pied.",C1
3161,"Quand j'étais petit, j'allais à l'école à pied.",B2
3162,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3163,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3164,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3165,Elle mange souvent des fruits au petit déjeuner.,B2
3166,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3167,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3168,Le chat dort sur le sofa.,B1
3169,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3170,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3171,Le chat dort sur le sofa.,A1
3172,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3173,Elle mange souvent des fruits au petit déjeuner.,C1
3174,"Quand j'étais petit, j'allais à l'école à pied.",A2
3175,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3176,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3177,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3178,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3179,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3180,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3181,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3182,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3183,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3184,"Quand j'étais petit, j'allais à l'école à pied.",B2
3185,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3186,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3187,Elle mange souvent des fruits au petit déjeuner.,A1
3188,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3189,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3190,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3191,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3192,Le chat dort sur le sofa.,B1
3193,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3194,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3195,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3196,Le chat dort sur le sofa.,B1
3197,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3198,"Quand j'étais petit, j'allais à l'école à pied.",B2
3199,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3200,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3201,Elle mange souvent des fruits au petit déjeuner.,C1
3202,Elle mange souvent des fruits au petit déjeuner.,A2
3203,"Quand j'étais petit, j'allais à l'école à pied.",A1
3204,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3205,Le chat dort sur le sofa.,B2
3206,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3207,"Quand j'étais petit, j'allais à l'école à pied.",C1
3208,"Quand j'étais petit, j'allais à l'école à pied.",B1
3209,"Quand j'étais petit, j'allais à l'école à pied.",A2
3210,Elle mange souvent des fruits au petit déjeuner.,A2
3211,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3212,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3213,Le chat dort sur le sofa.,B2
3214,"Quand j'étais petit, j'allais à l'école à pied.",B2
3215,"Quand j'étais petit, j'allais à l'école à pied.",A2
3216,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3217,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3218,Elle mange souvent des fruits au petit déjeuner.,A1
3219,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3220,Le chat dort sur le sofa.,B2
3221,Le chat dort sur le sofa.,C1
3222,"Quand j'étais petit, j'allais à l'école à pied.",B2
3223,Le chat dort sur le sofa.,B2
3224,"Quand j'étais petit, j'allais à l'école à pied.",B2
3225,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3226,Le chat dort sur le sofa.,B1
3227,"Quand j'étais petit, j'allais à l'école à pied.",B1
3228,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3229,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3230,"Quand j'étais petit, j'allais à l'école à pied.",B2
3231,"Quand j'étais petit, j'allais à l'école à pied.",C1
3232,Elle mange souvent des fruits au petit déjeuner.,B1
3233,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3234,"Quand j'étais petit, j'allais à l'école à pied.",A1
3235,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3236,Le chat dort sur le sofa.,B2
3237,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3238,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3239,"Quand j'étais petit, j'allais à l'école à pied.",B1
3240,"Quand j'étais petit, j'allais à l'école à pied.",B1
3241,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3242,"Quand j'étais petit, j'allais à l'école à pied.",C1
3243,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3244,"Quand j'étais petit, j'allais à l'école à pied.",C1
3245,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3246,"Quand j'étais petit, j'allais à l'école à pied.",B2
3247,Elle mange souvent des fruits au petit déjeuner.,B1
3248,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3249,Elle mange souvent des fruits au petit déjeuner.,B2
3250,Elle mange souvent des fruits au petit déjeuner.,B1
3251,Elle mange souvent des fruits au petit déjeuner.,B2
3252,Elle mange souvent des fruits au petit déjeuner.,A2
3253,Le chat dort sur le sofa.,A2
3254,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3255,Le chat dort sur le sofa.,B2
3256,"Quand j'étais petit, j'allais à l'école à pied.",B1
3257,"Quand j'étais petit, j'allais à l'école à pied.",A1
3258,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3259,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3260,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3261,Elle mange souvent des fruits au petit déjeuner.,A2
3262,Le chat dort sur le sofa.,B2
3263,"Quand j'étais petit, j'allais à l'école à pied.",B1
3264,Le chat dort sur le sofa.,B1
3265,Le chat dort sur le sofa.,B2
3266,Le chat dort sur le sofa.,C1
3267,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3268,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3269,"Quand j'étais petit, j'allais à l'école à pied.",A2
3270,"Quand j'étais petit, j'allais à l'école à pied.",B1
3271,"Quand j'étais petit, j'allais à l'école à pied.",A2
3272,Le chat dort sur le sofa.,B2
3273,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3274,Elle mange souvent des fruits au petit déjeuner.,B2
3275,Le chat dort sur le sofa.,B2
3276,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3277,Le chat dort sur le sofa.,C1
3278,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3279,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3280,Le chat dort sur le sofa.,A1
3281,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3282,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3283,Elle mange souvent des fruits au petit déjeuner.,C1
3284,Le chat dort sur le sofa.,B2
3285,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3286,"Quand j'étais petit, j'allais à l'école à pied.",C1
3287,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3288,Elle mange souvent des fruits au petit déjeuner.,A2
3289,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3290,Le chat dort sur le sofa.,B1
3291,Le chat dort sur le sofa.,B2
3292,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3293,Le chat dort sur le sofa.,C1
3294,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3295,"Quand j'étais petit, j'allais à l'école à pied.",B2
3296,Elle mange souvent des fruits au petit déjeuner.,B2
3297,"Quand j'étais petit, j'allais à l'école à pied.",B2
3298,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3299,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3300,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3301,"Quand j'étais petit, j'allais à l'école à pied.",B2
3302,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3303,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
